id,material,name ,band ,clearanceFeeExport,priceImport,clearanceFee,priceFull,type,priceExport,note
94348,"[40151900] ёЁ«“«  ""gloves"" жёЁ«“«   я”ж —«Ќ… «бнѕ ЁёЎ ѕжд «б√’«»Џ ""mittens"" жёЁшу«“«   я”ж «б√’«»Џ «б√—»Џ гЏ« ж«б≈»е«г гдЁ—ѕ« ""mitts"":џн—е«.","ёЁ«“«  ""gloves"" жёЁ«“«   я”ж —«Ќ… «бнѕ ЁёЎ ѕжд «б√’«»Џ ""mittens"" жёЁшу«“«   я”ж «б√’«»Џ «б√—»Џ гЏ« ж«б≈»е«г гдЁ—ѕ« ""mitts"":џн—е«.",40151900,2,225,75,300,ж“д,0,
94349,"[40159000] ’д«Ё √б»”… жбж«“ге« (»г« Ён –бя «бёЁ«“«  ж«бёЁшу«“«  «б н  я”ж —«Ќ… «бнѕ ѕжд «б√’«»Џ ж«бёЁшу«“«  «б н  я”ж«б√’«»Џ «б√—»Џ гЏ« ж«б≈»е«г гдЁ—ѕр«)°гд гЎ«Ў г»—яд џн—гё”м бћгнЏ «б√џ—«÷.џн—е«.","’д«Ё √б»”… жбж«“ге« (»г« Ён –бя «бёЁ«“«  ж«бёЁшу«“«  «б н  я”ж —«Ќ… «бнѕ ѕжд «б√’«»Џ ж«бёЁшу«“«  «б н  я”ж«б√’«»Џ «б√—»Џ гЏ« ж«б≈»е«г гдЁ—ѕр«)°гд гЎ«Ў г»—яд џн—гё”м бћгнЏ «б√џ—«÷.џн—е«.",40159000,2,225,75,300,ж“д,0,
94350,"[40161000] г’джЏ«  √ќ— гд гЎ«Ў ќбжн""cellular"" г»—яд џн— гё”м.","г’джЏ«  √ќ— гд гЎ«Ў ќбжн""cellular"" г»—яд џн— гё”м.",40161000,2,225,75,300,ж“д,0,
94351,"[40169100] √џЎн… √—÷н«  ж»”Ў° гд гЎ«Ў г»—яд џн— гё”м.","√џЎн… √—÷н«  ж»”Ў° гд гЎ«Ў г»—яд џн— гё”м.",40169100,2,225,75,300,ж“д,0,
94352,"[40169200] гг«Ќн (гЌ«н« )° гд гЎ«Ў г»—яд џн— гё”м.","гг«Ќн (гЌ«н« )° гд гЎ«Ў г»—яд џн— гё”м.",40169200,2,75,25,100,ж“д,0,
94353,"[40169300] Ќбё«  жЁж«’б (ћж«д« )° гд гЎ«Ў г»—яд џн— гё”м.","Ќбё«  жЁж«’б (ћж«д« )° гд гЎ«Ў г»—яд џн— гё”м.",40169300,2,225,75,300,ж“д,0,
94354,"[40169400] ж«ён«  ’ѕг«  гЏѕ… б—”ж «б”Ёд? ж≈д я«д  ё«»б… ббдЁќ° гд гЎ«Ў г»—яд џн— гё”м.","ж«ён«  ’ѕг«  гЏѕ… б—”ж «б”Ёд? ж≈д я«д  ё«»б… ббдЁќ° гд гЎ«Ў г»—яд џн— гё”м.",40169400,2,225,75,300,ж“д,0,
94355,"[40169500] √’д«Ё √ќ— ё«»б… ббдЁќ° гд гЎ«Ў г»—яд џн— гё”м.","√’д«Ё √ќ— ё«»б… ббдЁќ° гд гЎ«Ў г»—яд џн— гё”м.",40169500,2,225,75,300,ж“д,0,
94356,"[40169910] «ћ“«Ѕ жг” б“г«  Џ—»«  «б«‘ќ«’ «бгЏжёнд° гд гЎ«Ў г»—яд џн— гё”м.","«ћ“«Ѕ жг” б“г«  Џ—»«  «б«‘ќ«’ «бгЏжёнд° гд гЎ«Ў г»—яд џн— гё”м.",40169910,2,225,75,300,ж“д,0,
94357,"[40169920] г” б“г«  «б«д «ћ «б’д«Џн° гд гЎ«Ў г»—яд џн— гё”м.","г” б“г«  «б«д «ћ «б’д«Џн° гд гЎ«Ў г»—яд џн— гё”м.",40169920,2,225,75,300,ж“д,0,
94358,40169930,Ќбё«  гЎ«Ў ббдёжѕ,None,2,112.5,37.5,150,ж“д,0,
94359,[40169990] г’джЏ«  √ќ— гд гЎ«Ў г»—яд џн— гё”м.,г’джЏ«  √ќ— гд гЎ«Ў г»—яд џн— гё”м.,40169990,2,225,75,300,ж“д,0,
94360,[40170010] гЎ«Ў гё”м »√‘я«бе «б√жбн…,гЎ«Ў гё”м »√‘я«бе «б√жбн…,40170010,2,20,7,27,ж“д,0,
94361,[40170020] √бж«Ќ ж’Ё«∆Ќ ж√‘—Ў… гд гЎ«Ў гё”м,√бж«Ќ ж’Ё«∆Ќ ж√‘—Ў… гд гЎ«Ў гё”м,40170020,2,20,7,27,ж“д,0,
94362,[40170030] дЁ«н«  гд «бгЎ«Ў «бгё”м,дЁ«н«  гд «бгЎ«Ў «бгё”м,40170030,2,20,7,27,ж“д,0,
94363,[40170090] √‘я«б жг’джЏ«  гд гЎ«Ў  гё”м (џ г ”),√‘я«б жг’джЏ«  гд гЎ«Ў  гё”м (џ г ”),40170090,2,20,7,27,ж“д,0,
94364,"[41012000] ’б«б жћбжѕ я«гб… џн— г‘Ўж—…° б« н“нѕ ж“д «бћбѕ «бж«Ќѕ где« Џд 8 яџ Џдѕг«  яжд гћЁшуЁ… юю""’б«б"" √ж 10 яџ Џдѕг«  яжд ггбшЌ… гћЁшуЁ… ""saltedэ-эdry""° √ж 16 яџ Џдѕг«  яжд Ў—н… юю(Ў«“ћ…)° √ж ггбшуЌ… »Ќ«б е« «б—Ў»… ""saltedэ-эwet"" √ж Џдѕг«  яжд гЌЁжў… »Ў—нё… √ќ—м","’б«б жћбжѕ я«гб… џн— г‘Ўж—…° б« н“нѕ ж“д «бћбѕ «бж«Ќѕ где« Џд 8 яџ Џдѕг«  яжд гћЁшуЁ… юю""’б«б"" √ж 10 яџ Џдѕг«  яжд ггбшЌ… гћЁшуЁ… ""saltedэ-эdry""° √ж 16 яџ Џдѕг«  яжд Ў—н… юю(Ў«“ћ…)° √ж ггбшуЌ… »Ќ«б е« «б—Ў»… ""saltedэ-эwet"" √ж Џдѕг«  яжд гЌЁжў… »Ў—нё… √ќ—м",41012000,2,20,7,27,ж“д,0,
94365,"[41015000] ’б«б жћбжѕ ќ«г я«гб…° »ж“д н“нѕ Џд 16 яџ","’б«б жћбжѕ ќ«г я«гб…° »ж“д н“нѕ Џд 16 яџ",41015000,2,20,7,27,ж“д,0,
94366,"[41019000] џн—е«° »г« Ёне« «бўе— »Џѕ д“Џ «б√я «Ё ж«бћж«д» «б”Ёбн… (""butts"" √ж ""croupons"") жд’Ё ўе— юю""bends"" ж«бћ“Ѕ «б”Ёбн гд «бћбѕ «бж«ёЏ »нд «б√Ў—«Ё «б√г«гн… ж«бќбЁн… ""bellies""ю","џн—е«° »г« Ёне« «бўе— »Џѕ д“Џ «б√я «Ё ж«бћж«д» «б”Ёбн… (""butts"" √ж ""croupons"") жд’Ё ўе— юю""bends"" ж«бћ“Ѕ «б”Ёбн гд «бћбѕ «бж«ёЏ »нд «б√Ў—«Ё «б√г«гн… ж«бќбЁн… ""bellies""ю",41019000,2,20,7,27,ж“д,0,
94367,[41021000] ћбжѕ Ё’нб… «б÷√д ќ«г »’жЁе«.,ћбжѕ Ё’нб… «б÷√д ќ«г »’жЁе«.,41021000,2,20,7,27,ж“д,0,
94368,"[41022100] ћбжѕ Ё’нб… «б÷√д ќ«г° гд“жЏ… «б’жЁ°  гЌг÷… ""pickled""","ћбжѕ Ё’нб… «б÷√д ќ«г° гд“жЏ… «б’жЁ°  гЌг÷… ""pickled""",41022100,2,20,7,27,ж“д,0,
97665,[96040000] гд«ќб жџ—«»нб нѕжн….,гд«ќб жџ—«»нб нѕжн….,96040000,2,225,75,300,ж“д,0,
94372,"[41041100] ’б«б жћбжѕ«б»ё—«ж«бќнб гѕ»жџ…° »Ќ«б е« «б—Ў»…° »я«гб г”«ге«° џн— г‘Ўж—…. г‘Ўж—… гЌ»Ќ»….","’б«б жћбжѕ«б»ё—«ж«бќнб гѕ»жџ…° »Ќ«б е« «б—Ў»…° »я«гб г”«ге«° џн— г‘Ўж—…. г‘Ўж—… гЌ»Ќ»….",41041100,2,75,25,100,ж“д,0,
94373,"[41041900] ’б«б жћбжѕ«б»ё—«ж«бќнб гѕ»жџ…° гд“жЏ… «б‘Џ—° »Ќ«б е« «б—Ў»…° (џ г ”).","’б«б жћбжѕ«б»ё—«ж«бќнб гѕ»жџ…° гд“жЏ… «б‘Џ—° »Ќ«б е« «б—Ў»…° (џ г ”).",41041900,2,75,25,100,ж“д,0,
94374,"[41044100] ’б«б жћбжѕ«б»ё—«ж«бќнб гѕ»жџ…° »Ќ«б е« «бћ«Ё…° »я«гб г”«ге«° џн— г‘Ўж—…. г‘Ўж—… гЌ»Ќ»….","’б«б жћбжѕ«б»ё—«ж«бќнб гѕ»жџ…° »Ќ«б е« «бћ«Ё…° »я«гб г”«ге«° џн— г‘Ўж—…. г‘Ўж—… гЌ»Ќ»….",41044100,2,75,25,100,ж“д,0,
94375,"[41044900] ’б«б жћбжѕ«б»ё—«ж«бќнб гѕ»жџ…° гд“жЏ… «б‘Џ—° »Ќ«б е« «бћ«Ё…° (џ г ”).","’б«б жћбжѕ«б»ё—«ж«бќнб гѕ»жџ…° гд“жЏ… «б‘Џ—° »Ќ«б е« «бћ«Ё…° (џ г ”).",41044900,2,75,25,100,ж“д,0,
94376,"[41051000] ћбжѕ ÷«д гѕ»жџ…° гд“жЏ… «б’жЁ° ж«д я«д  г‘Ўж—…°  »Ќ«б е« «б—Ў»…","ћбжѕ ÷«д гѕ»жџ…° гд“жЏ… «б’жЁ° ж«д я«д  г‘Ўж—…°  »Ќ«б е« «б—Ў»…",41051000,2,75,25,100,ж“д,0,
94377,"[41053000] ћбжѕ ÷«д гѕ»жџ…°  гд“жЏ… «б’жЁ° ж«д я«д  г‘Ўж—…° »Ќ«б е« «бћ«Ё… ""я—«”  (crust)""","ћбжѕ ÷«д гѕ»жџ…°  гд“жЏ… «б’жЁ° ж«д я«д  г‘Ўж—…° »Ќ«б е« «бћ«Ё… ""я—«”  (crust)""",41053000,2,75,25,100,ж“д,0,
94378,"[41062100] ћбжѕ «бг«Џ“ √ж ’џ«— «бг«Џ“°  гд жЁ…° гѕ»жџ…° ж«д я«д  г‘Ўж—…° »Ќ«б е« «б—Ў»…","ћбжѕ «бг«Џ“ √ж ’џ«— «бг«Џ“°  гд жЁ…° гѕ»жџ…° ж«д я«д  г‘Ўж—…° »Ќ«б е« «б—Ў»…",41062100,2,75,25,100,ж“д,0,
94379,"[41062200] ћбжѕ «бг«Џ“ √ж ’џ«— «бг«Џ“°  гд жЁ…° гѕ»жџ…° ж«д я«д  г‘Ўж—…° »Ќ«б е« «бћ«Ё…","ћбжѕ «бг«Џ“ √ж ’џ«— «бг«Џ“°  гд жЁ…° гѕ»жџ…° ж«д я«д  г‘Ўж—…° »Ќ«б е« «бћ«Ё…",41062200,2,75,25,100,ж“д,0,
94380,"[41064000] ћбжѕ гд «б“ж«ЌЁ° гѕ»жџ… √ж ћ—м Џбне«  ћЁнЁ »Џѕ «бѕ»«џ…  ж«д я«д  г‘Ўж—….","ћбжѕ гд «б“ж«ЌЁ° гѕ»жџ… √ж ћ—м Џбне«  ћЁнЁ »Џѕ «бѕ»«џ…  ж«д я«д  г‘Ўж—….",41064000,2,75,25,100,ж“д,0,
94381,"[41069100] ћбжѕ Ќнж«д«  √ќ—м°  гд жЁ…° гѕ»жџ…° ж«д я«д  г‘Ўж—…° »Ќ«б е« «б—Ў»… (џ г ”)","ћбжѕ Ќнж«д«  √ќ—м°  гд жЁ…° гѕ»жџ…° ж«д я«д  г‘Ўж—…° »Ќ«б е« «б—Ў»… (џ г ”)",41069100,2,75,25,100,ж“д,0,
94382,"[41069200] ћбжѕ Ќнж«д«  √ќ—м°  гд жЁ…° гѕ»жџ…° ж«д я«д  г‘Ўж—…° »Ќ«б е« «бћ«Ё… (џ г ”).","ћбжѕ Ќнж«д«  √ќ—м°  гд жЁ…° гѕ»жџ…° ж«д я«д  г‘Ўж—…° »Ќ«б е« «бћ«Ё… (џ г ”).",41069200,2,75,25,100,ж“д,0,
94383,"[41071100] ћбжѕ  гЌ÷—… гд »ё— √ж ќнб° я«гб…° »я«гб г”«г« е« «бЎ»нЏн…° џн— г‘Ўж—….","ћбжѕ  гЌ÷—… гд »ё— √ж ќнб° я«гб…° »я«гб г”«г« е« «бЎ»нЏн…° џн— г‘Ўж—….",41071100,2,75,25,100,ж“д,0,
94384,"[41071200] ћбжѕ гЌ÷—… гд »ё— √ж ќнб ж≈д я«д  г‘Ўж—…° я«гб…° г‘Ўж—… ""ће… «б”ЎЌ «бг”«гн""","ћбжѕ гЌ÷—… гд »ё— √ж ќнб ж≈д я«д  г‘Ўж—…° я«гб…° г‘Ўж—… ""ће… «б”ЎЌ «бг”«гн""",41071200,2,75,25,100,ж“д,0,
94385,"[41071900] ћбжѕ я«гб… гЌ÷—… гд »ё— √ж ќнб ж≈д я«д  г‘Ўж—…° Џѕ«  бя  «бѕ«ќб… Ён «б»дѕ 41.14 (џ г ”)","ћбжѕ я«гб… гЌ÷—… гд »ё— √ж ќнб ж≈д я«д  г‘Ўж—…° Џѕ«  бя  «бѕ«ќб… Ён «б»дѕ 41.14 (џ г ”)",41071900,2,75,25,100,ж“д,0,
94386,"[41079100] ћбжѕ  гЌ÷—… гд »ё— √ж ќнб° »я«гб г”«г« е« «бЎ»нЏн…° џн— г‘Ўж—….","ћбжѕ  гЌ÷—… гд »ё— √ж ќнб° »я«гб г”«г« е« «бЎ»нЏн…° џн— г‘Ўж—….",41079100,2,75,25,100,ж“д,0,
94387,"[41079200] ћбжѕ гЌ÷—… гд »ё— √ж ќнб ж≈д я«д  г‘Ўж—…° г‘Ўж—… ""ће… «б”ЎЌ «бг”«гн""","ћбжѕ гЌ÷—… гд »ё— √ж ќнб ж≈д я«д  г‘Ўж—…° г‘Ўж—… ""ће… «б”ЎЌ «бг”«гн""",41079200,2,75,25,100,ж“д,0,
94388,"[41079900] ћбжѕ гЌ÷—… гд »ё— √ж ќнб ж≈д я«д  г‘Ўж—…° Џѕ«  бя  «бѕ«ќб… Ён «б»дѕ 41.14 (џ г ”)","ћбжѕ гЌ÷—… гд »ё— √ж ќнб ж≈д я«д  г‘Ўж—…° Џѕ«  бя  «бѕ«ќб… Ён «б»дѕ 41.14 (џ г ”)",41079900,2,75,25,100,ж“д,0,
94389,[41120000] ћбжѕ гд «бќ—«Ё гд“жЏ… «б’жЁ гЌ÷—… √ж г—ёё… ж≈д я«д  мг‘Ўж—….,ћбжѕ гд «бќ—«Ё гд“жЏ… «б’жЁ гЌ÷—… √ж г—ёё… ж≈д я«д  мг‘Ўж—….,41120000,2,75,25,100,ж“д,0,
94390,"[41131000] ћбжѕгд «бг«Џ“,ген√…....«ж«б ћЁнЁ,»г« Ёне« «бћбжѕ...,гд жЁ…ж«д я«д  г‘Ўж—…,Џѕ««б»дѕ(4114)","ћбжѕгд «бг«Џ“,ген√…....«ж«б ћЁнЁ,»г« Ёне« «бћбжѕ...,гд жЁ…ж«д я«д  г‘Ўж—…,Џѕ««б»дѕ(4114)",41131000,2,75,25,100,ж“д,0,
94391,"[41133000] ћбжѕгд “ж«ЌЁ,ген√…....«ж«б ћЁнЁ,»г« Ёне« «бћбжѕ...,гд жЁ…ж«д я«д  г‘Ўж—…,Џѕ««б»дѕ(4114)","ћбжѕгд “ж«ЌЁ,ген√…....«ж«б ћЁнЁ,»г« Ёне« «бћбжѕ...,гд жЁ…ж«д я«д  г‘Ўж—…,Џѕ««б»дѕ(4114)",41133000,2,75,25,100,ж“д,0,
94392,"[41139000] ћбжѕ Ќнж«д«  «ќ—,(џ г ”),ген√…...,»г« Ёне« «бћбжѕ..,гд жЁ…ж«д я«д  г‘Ўж—…,Џѕ««б»дѕ(4114)","ћбжѕ Ќнж«д«  «ќ—,(џ г ”),ген√…...,»г« Ёне« «бћбжѕ..,гд жЁ…ж«д я«д  г‘Ўж—…,Џѕ««б»дѕ(4114)",41139000,2,75,25,100,ж“д,0,
94393,[41141000] ћбжѕ гЎ—«…(«бгЏ—жЁ… »«б‘гж«е)(»г« Ём –бя «бћбжѕ «б»н÷«Ѕ «б‘»не… »е«),ћбжѕ гЎ—«…(«бгЏ—жЁ… »«б‘гж«е)(»г« Ём –бя «бћбжѕ «б»н÷«Ѕ «б‘»не… »е«),41141000,2,75,25,100,ж“д,0,
94394,"[41142000] ћбжѕ гЎбн… √ж гџЎ«… »«ббя— √ж «бж—дн‘ ""patent leather"" жћбжѕ гя”ж… »Ў»ё… —ёнё… (ё‘—…) гд бѕ«∆д ""patent laminated""Ї ћбжѕ ггЏѕд…:","ћбжѕ гЎбн… √ж гџЎ«… »«ббя— √ж «бж—дн‘ ""patent leather"" жћбжѕ гя”ж… »Ў»ё… —ёнё… (ё‘—…) гд бѕ«∆д ""patent laminated""Ї ћбжѕ ггЏѕд…:",41142000,2,75,25,100,ж“д,0,
94395,"[41151000] ћбжѕ гћѕѕ… √”«”е« «бћбѕ √ж «бн«Ёе ,√бж«Ќ« √ж’Ё«∆Ќ √ж √‘—Ў…,ж«д я«д  гбЁжЁ…","ћбжѕ гћѕѕ… √”«”е« «бћбѕ √ж «бн«Ёе ,√бж«Ќ« √ж’Ё«∆Ќ √ж √‘—Ў…,ж«д я«д  гбЁжЁ…",41151000,2,75,25,100,ж“д,0,
94396,"[42010000] √’д«Ё «б”—«ћ… ж«бЏѕ… бћгнЏ «бЌнж«д«  (»г« Ён –бя «б”—жћ° ж«бЏѕѕ ж√Ўж«ё ж гё«жѕ «бЌнж«д«  юю""√—”д"" жж«ён«  «б—я»° яг«г«  Ёг «бЌнж«д° √џЎн… ж√ћ—»… «б”—жћ ж” —«  «бяб«» жг« юнг«Ћбе«)° гд ћгнЏ «бгж«ѕ.ю","√’д«Ё «б”—«ћ… ж«бЏѕ… бћгнЏ «бЌнж«д«  (»г« Ён –бя «б”—жћ° ж«бЏѕѕ ж√Ўж«ё ж гё«жѕ «бЌнж«д«  юю""√—”д"" жж«ён«  «б—я»° яг«г«  Ёг «бЌнж«д° √џЎн… ж√ћ—»… «б”—жћ ж” —«  «бяб«» жг« юнг«Ћбе«)° гд ћгнЏ «бгж«ѕ.ю",42010000,2,750,250,1000,ж“д,0,
94397,"[42021100] ’д«ѕнё дёб «б√г Џ…° Ќё«∆» «б√б»”…° Ќё«∆» √ѕж«  «б ћгнб («б ж«бн )° ж гЌ«Ёў ббг” дѕ«  жЌё«∆» нѕ юбб√ж—«ё° жЌё«∆» гѕ—”н… ж√жЏн… гг«Ћб…:ю »”ЎЌ ќ«—ћн гд ћбѕ Ў»нЏн √ж гд ћбѕ гћѕѕ","’д«ѕнё дёб «б√г Џ…° Ќё«∆» «б√б»”…° Ќё«∆» √ѕж«  «б ћгнб («б ж«бн )° ж гЌ«Ёў ббг” дѕ«  жЌё«∆» нѕ юбб√ж—«ё° жЌё«∆» гѕ—”н… ж√жЏн… гг«Ћб…:ю »”ЎЌ ќ«—ћн гд ћбѕ Ў»нЏн √ж гд ћбѕ гћѕѕ",42021100,2,750,250,1000,ж“д,0,
94398,"[42021200] ’д«ѕнё дёб √г№ №Џ№…° гЌ«Ёў ббг” дѕ« ° Ќё«∆» г джЏ…°»”ЎЌ ќ«—ћн гд бѕ«∆д √ж гд гж«ѕ д”нћн…","’д«ѕнё дёб √г№ №Џ№…° гЌ«Ёў ббг” дѕ« ° Ќё«∆» г джЏ…°»”ЎЌ ќ«—ћн гд бѕ«∆д √ж гд гж«ѕ д”нћн…",42021200,2,750,250,1000,ж“д,0,
94399,"[42021900] ’д«ѕнё дёб √г№ №Џ№…° гЌ«Ёў ббг” дѕ« ° Ќё«∆» г джЏ…°»”ЎЌ ќ«—ћн гд гж«ѕ (џ г ”)","’д«ѕнё дёб √г№ №Џ№…° гЌ«Ёў ббг” дѕ« ° Ќё«∆» г джЏ…°»”ЎЌ ќ«—ћн гд гж«ѕ (џ г ”)",42021900,2,750,250,1000,ж“д,0,
94400,"[42022100] Ќё«∆» нѕ° ж≈д я«д  »Ќг«б«  (”н— бб Џбнё Џбм «бя Ё)° »г« Ён –бя «бЌё«∆» »ѕжд гё«»÷:ю »”ЎЌ ќ«—ћн гд ћбѕ Ў»нЏн √ж гд  ћбѕ гћѕѕ","Ќё«∆» нѕ° ж≈д я«д  »Ќг«б«  (”н— бб Џбнё Џбм «бя Ё)° »г« Ён –бя «бЌё«∆» »ѕжд гё«»÷:ю »”ЎЌ ќ«—ћн гд ћбѕ Ў»нЏн √ж гд  ћбѕ гћѕѕ",42022100,2,750,250,1000,ж“д,0,
94401,"[42022200] Ќё«∆» нѕ? ж≈д я«д  »Ќг«б« ° »”ЎЌ ќ«—ћн гд ’Ё«∆Ќ бѕ«∆д √ж гд гж«ѕ д”ћн…","Ќё«∆» нѕ? ж≈д я«д  »Ќг«б« ° »”ЎЌ ќ«—ћн гд ’Ё«∆Ќ бѕ«∆д √ж гд гж«ѕ д”ћн…",42022200,2,750,250,1000,ж“д,0,
94402,[42022900] Ќё«∆» нѕ? ж≈д я«д  »Ќг«б«  (”н— бб Џбнё Џбм «бя Ё)? »г« Ён –бя Ќё«∆» »ѕжд гё«»÷ (џ г ”),Ќё«∆» нѕ? ж≈д я«д  »Ќг«б«  (”н— бб Џбнё Џбм «бя Ё)? »г« Ён –бя Ќё«∆» »ѕжд гё«»÷ (џ г ”),42022900,2,750,250,1000,ж“д,0,
94403,[42023100] √’д«Ё гд «бджЏ «б–н нЌгб Џ«ѕ… Ён «бћн» √ж Ён «бЌё«∆» «бнѕжн…:ю »”ЎЌ ќ«—ћн гд ћбѕ Ў»нЏн √ж гд  ћбѕ гћѕѕ,√’д«Ё гд «бджЏ «б–н нЌгб Џ«ѕ… Ён «бћн» √ж Ён «бЌё«∆» «бнѕжн…:ю »”ЎЌ ќ«—ћн гд ћбѕ Ў»нЏн √ж гд  ћбѕ гћѕѕ,42023100,2,750,250,1000,ж“д,0,
94404,"[42023200] √’д«Ё  Ќгб Џ«ѕ… Ён «бћн» √ж Ён «бЌё«∆» «бнѕжн…° »”ЎЌ ќ«—ћн гд ’Ё«∆Ќ бѕ«∆д √ж гж«ѕ д”нћн…","√’д«Ё  Ќгб Џ«ѕ… Ён «бћн» √ж Ён «бЌё«∆» «бнѕжн…° »”ЎЌ ќ«—ћн гд ’Ё«∆Ќ бѕ«∆д √ж гж«ѕ д”нћн…",42023200,2,750,250,1000,ж“д,0,
94405,[42023900] √’д«Ё  Ќгб Џ«ѕ… Ён «бћн» √ж Ён «бЌё«∆» «бнѕжн… (џ г ”).,√’д«Ё  Ќгб Џ«ѕ… Ён «бћн» √ж Ён «бЌё«∆» «бнѕжн… (џ г ”).,42023900,2,750,250,1000,ж“д,0,
94406,"[42029100] гЌ«Ёў «бдў«—«  жЏб»  гд«ўн— ж√џбЁ… б¬...«бќ ° »”ЎЌ ќ«—ћн гд ћбѕ Ў»нЏн √ж гд ћбѕ гћѕѕ.","гЌ«Ёў «бдў«—«  жЏб»  гд«ўн— ж√џбЁ… б¬...«бќ ° »”ЎЌ ќ«—ћн гд ћбѕ Ў»нЏн √ж гд ћбѕ гћѕѕ.",42029100,2,375,125,500,ж“д,0,
